,법정동,인구수,택배함 개수,물류창고 개수,전기차 등록 수,충전기 개수,전기차한대당충전소개수
416,서울특별시 서초구 내곡동,8349,0,0,154,6,0.03896103896103896
417,서울특별시 서초구 염곡동,984,0,0,0,4,0.0
418,서울특별시 서초구 신원동,8005,0,0,0,4,0.0
419,서울특별시 강남구 역삼동,71237,2,0,887,23,0.02593010146561443
420,서울특별시 강남구 개포동,67574,0,0,366,4,0.01092896174863388
421,서울특별시 강남구 청담동,25124,0,0,167,6,0.03592814371257485
422,서울특별시 강남구 삼성동,43049,0,0,283,18,0.0636042402826855
423,서울특별시 강남구 대치동,79443,2,1,10134,10,0.0009867771857114663
424,서울특별시 강남구 신사동,11037,2,0,65,2,0.03076923076923077
425,서울특별시 강남구 논현동,42047,1,0,193,4,0.02072538860103627
426,서울특별시 강남구 압구정동,30147,0,0,122,0,0.0
427,서울특별시 강남구 세곡동,14501,0,0,0,8,0.0
428,서울특별시 강남구 자곡동,25602,0,0,0,15,0.0
429,서울특별시 강남구 율현동,3851,0,0,231,8,0.03463203463203463
430,서울특별시 강남구 일원동,45662,1,0,127,8,0.06299212598425197
431,서울특별시 강남구 수서동,22048,0,1,58,0,0.0
432,서울특별시 강남구 도곡동,53324,2,0,275,17,0.06181818181818182
433,서울특별시 송파구 잠실동,106214,0,9,358,21,0.05865921787709497
434,서울특별시 송파구 신천동,37729,0,0,225,6,0.02666666666666667
435,서울특별시 송파구 풍납동,36253,0,0,100,6,0.06
436,서울특별시 송파구 송파동,42257,1,0,98,7,0.07142857142857142
437,서울특별시 송파구 석촌동,31019,1,0,70,0,0.0
438,서울특별시 송파구 삼전동,29296,2,0,85,1,0.011764705882352941
439,서울특별시 송파구 가락동,84418,1,0,306,14,0.0457516339869281
440,서울특별시 송파구 문정동,61521,1,0,255,4,0.01568627450980392
441,서울특별시 송파구 장지동,43536,1,0,294,43,0.14625850340136054
442,서울특별시 송파구 방이동,58954,1,0,181,3,0.016574585635359115
443,서울특별시 송파구 오금동,37664,0,0,107,2,0.018691588785046728
444,서울특별시 송파구 거여동,52557,2,0,91,16,0.17582417582417584
445,서울특별시 송파구 마천동,36246,1,0,98,7,0.07142857142857142
446,서울특별시 강동구 명일동,42683,1,0,110,5,0.045454545454545456
447,서울특별시 강동구 고덕동,46595,0,0,210,4,0.01904761904761905
448,서울특별시 강동구 상일동,51232,0,0,105,10,0.09523809523809523
449,서울특별시 강동구 길동,44809,1,0,207,9,0.043478260869565216
450,서울특별시 강동구 둔촌동,24160,0,0,151,12,0.07947019867549669
451,서울특별시 강동구 암사동,66418,2,0,155,10,0.06451612903225806
452,서울특별시 강동구 성내동,65051,3,0,202,14,0.06930693069306931
453,서울특별시 강동구 천호동,85764,4,0,210,7,0.03333333333333333
454,서울특별시 강동구 강일동,32855,0,0,161,14,0.08695652173913043
